SAMPLE_ID	mutations	cna
TARGET-10-PATAXS-09	NA	NA
TARGET-10-PATAYT-09	NA	NA
TARGET-10-PATBDJ-09	NA	NA
TARGET-10-PATBDK-09	NA	NA
TARGET-10-PATBGC-09	NA	NA
TARGET-10-PATBNT-09	NA	NA
TARGET-10-PATBRV-09	NA	NA
TARGET-10-PATBTX-09	NA	NA
TARGET-10-PATBYK-09	NA	NA
TARGET-10-PATCDM-09	NA	NA
TARGET-10-PATCDM-40	NA	NA
TARGET-10-PATCDZ-09	NA	NA
TARGET-10-PATCKV-09	NA	NA
TARGET-10-PATCNI-09	NA	NA
TARGET-10-PATCUK-09	NA	NA
TARGET-10-PATCZN-09	NA	NA
TARGET-10-PATDBU-09	NA	NA
TARGET-10-PATDDZ-09	NA	NA
TARGET-10-PATDFE-09	NA	NA
TARGET-10-PATDGZ-09	NA	NA
TARGET-10-PATDKT-09	NA	NA
TARGET-10-PATDLG-09	NA	NA
TARGET-10-PATDMN-09	NA	NA
TARGET-10-PATDRC-03	NA	NA
TARGET-10-PATEAK-09	NA	NA
TARGET-10-PATEFF-09	NA	NA
TARGET-10-PATEHZ-03	NA	NA
TARGET-10-PATEIT-09	NA	NA
TARGET-10-PATEMI-09	NA	NA
TARGET-10-PATENL-09	NA	NA
TARGET-10-PATENL-04	NA	NA
TARGET-10-PATEVL-09	NA	NA
TARGET-10-PATEYS-09	NA	NA
TARGET-10-PATFJD-09	NA	NA
TARGET-10-PATFJP-09	NA	NA
TARGET-10-PATFRM-09	NA	NA
TARGET-10-PATFVG-09	NA	NA
TARGET-10-PATFWF-09	NA	NA
TARGET-10-PATFYZ-09	NA	NA
TARGET-10-PATGBY-09	NA	NA
TARGET-10-PATGKE-09	NA	NA
TARGET-10-PATGLV-09	NA	NA
TARGET-10-PATGMP-09	NA	NA
TARGET-10-PATGVX-09	NA	NA
TARGET-10-PATGWP-09	NA	NA
TARGET-10-PATGXS-09	NA	NA
TARGET-10-PATGYH-09	NA	NA
TARGET-10-PATGZA-09	NA	NA
TARGET-10-PATHBG-09	NA	NA
TARGET-10-PATHFE-09	NA	NA
TARGET-10-PATHGY-09	NA	NA
TARGET-10-PATHJF-09	NA	NA
TARGET-10-PATHRF-09	NA	NA
TARGET-10-PATHWV-09	NA	NA
TARGET-10-PATIBE-09	NA	NA
TARGET-10-PATIKN-03	NA	NA
TARGET-10-PATITB-09	NA	NA
TARGET-10-PATITY-09	NA	NA
TARGET-10-PATJBC-09	NA	NA
TARGET-10-PATJLT-09	NA	NA
TARGET-10-PATJZK-09	NA	NA
TARGET-10-PATKGP-09	NA	NA
TARGET-10-PATKVD-09	NA	NA
TARGET-10-PATKWU-09	NA	NA
TARGET-10-PATKYI-09	NA	NA
TARGET-10-PATLGU-09	NA	NA
TARGET-10-PATLHH-09	NA	NA
TARGET-10-PATLHS-09	NA	NA
TARGET-10-PATLMA-03	NA	NA
TARGET-10-PATLNS-09	NA	NA
TARGET-10-PATLNZ-09	NA	NA
TARGET-10-PATLPN-03	NA	NA
TARGET-10-PATLRZ-09	NA	NA
TARGET-10-PATMAF-09	NA	NA
TARGET-10-PATMRE-09	NA	NA
TARGET-10-PATMTV-09	NA	NA
TARGET-10-PATMVH-09	NA	NA
TARGET-10-PATMXN-09	NA	NA
TARGET-10-PATMYZ-09	NA	NA
TARGET-10-PATNAM-09	NA	NA
TARGET-10-PATNIA-09	NA	NA
TARGET-10-PATPDA-09	NA	NA
TARGET-10-PATPGE-09	NA	NA
TARGET-10-PATPWF-03	NA	NA
TARGET-10-PATRAB-09	NA	NA
TARGET-10-PATRGV-09	NA	NA
TARGET-10-PATRHL-09	NA	NA
TARGET-10-PATRNA-09	NA	NA
TARGET-10-PATRUN-09	NA	NA
TARGET-10-PATRXL-09	NA	NA
TARGET-10-PATSDS-03	NA	NA
TARGET-10-PATSIL-09	NA	NA
TARGET-10-PATSIY-09	NA	NA
TARGET-10-PATSLH-09	NA	NA
TARGET-10-PATTHR-09	NA	NA
TARGET-10-PATVDA-03	NA	NA
TARGET-10-PATWHB-09	NA	NA
TARGET-10-PATWIJ-09	NA	NA
TARGET-10-PATWJU-09	NA	NA
TARGET-10-PATWNL-09	NA	NA
TARGET-10-PATWXC-09	NA	NA
TARGET-10-PATWYL-09	NA	NA
TARGET-10-PATWYZ-09	NA	NA
TARGET-10-PATXAL-09	NA	NA
TARGET-10-PATXKW-03	NA	NA
TARGET-10-PATXNK-09	NA	NA
TARGET-10-PATXNR-09	NA	NA
TARGET-10-PATXSK-09	NA	NA
TARGET-10-PATYCH-09	NA	NA
TARGET-10-PATYJK-09	NA	NA
TARGET-10-PATYMP-09	NA	NA
TARGET-10-PATYWV-09	NA	NA
TARGET-10-PATZFF-09	NA	NA
TARGET-10-PATZSL-09	NA	NA
TARGET-10-PATZVD-09	NA	NA
TARGET-10-PATZWA-03	NA	NA
TARGET-10-PATZYC-09	NA	NA
TARGET-10-PATZYR-03	NA	NA
TARGET-10-PAUACG-09	NA	NA
TARGET-10-PAUAFN-09	NA	NA
TARGET-10-PAUAJA-09	NA	NA
TARGET-10-PAUAYB-09	NA	NA
TARGET-10-PAUAZV-09	NA	NA
TARGET-10-PAUBCB-09	NA	NA
TARGET-10-PAUBCT-09	NA	NA
TARGET-10-PAUBLL-09	NA	NA
TARGET-10-PAUBPY-09	NA	NA
TARGET-10-PAUBRD-09	NA	NA
TARGET-10-PAUBTC-09	NA	NA
TARGET-10-PAUBXP-09	NA	NA
TARGET-10-PAUCDC-09	NA	NA
TARGET-10-PAUCDY-09	NA	NA
TARGET-10-PARYMD-04	NA	NA
TARGET-10-PASGBD-40	NA	NA
TARGET-10-PARLHD-04	NA	NA
TARGET-10-PANFNZ-03	NA	NA
TARGET-10-PANFNZ-09	WXS/WGS	WXS/WGS
TARGET-10-PANKDT-03	NA	WXS/WGS
TARGET-10-PANKDT-09	WXS/WGS	NA
TARGET-10-PANJPG-09	NA	WXS/WGS
TARGET-10-PANJPG-03	WXS/WGS	NA
TARGET-10-PANKGK-09	WXS/WGS	WXS/WGS
TARGET-10-PANPJI-09	WXS/WGS	NA
TARGET-10-PANRAL-03	NA	WXS/WGS
TARGET-10-PANRDC-03	WXS/WGS	WXS/WGS
TARGET-10-PANRWG-09	WXS/WGS	WXS/WGS
TARGET-10-PANUUF-09	WXS/WGS	WXS/WGS
TARGET-10-PANZXZ-03	NA	NA
TARGET-10-PANZXZ-09	WXS/WGS	WXS/WGS
TARGET-10-PAPBSE-09	NA	WXS/WGS
TARGET-10-PAPIGX-09	NA	WXS/WGS
TARGET-10-PAPIGX-03	WXS/WGS	NA
TARGET-10-PANWYK-09	NA	WXS/WGS
TARGET-10-PANWYK-03	NA	NA
TARGET-10-PAMXHJ-09	WXS/WGS	WXS/WGS
TARGET-10-PANEUH-09	WXS/WGS	WXS/WGS
TARGET-10-PAPGNC-03	NA	WXS/WGS
TARGET-10-PANXDB-03	WXS/WGS	WXS/WGS
TARGET-10-PANXDR-09	WXS/WGS	WXS/WGS
TARGET-10-PAPHGD-09	WXS/WGS	WXS/WGS
TARGET-10-PANWHW-09	NA	WXS/WGS
TARGET-10-PANWHW-03	WXS/WGS	NA
TARGET-10-PAPGMV-09	NA	WXS/WGS
TARGET-10-PARVBS-03	NA	NA
TARGET-10-PATRIC-03	NA	NA
TARGET-10-PASWUH-03	NA	NA
TARGET-10-PAPIKG-09	NA	WXS/WGS
TARGET-10-PAPDNB-03	NA	NA
TARGET-10-PAPDNB-09	NA	WXS/WGS
TARGET-10-PAPHWH-09	NA	WXS/WGS
TARGET-10-PANEPX-03	NA	NA
TARGET-10-PANEPX-09	NA	WXS/WGS
TARGET-10-PARRAF-03	NA	NA
TARGET-10-PASFTL-09	NA	NA
TARGET-10-PANEBL-03	NA	NA
TARGET-10-PAPHRT-09	NA	WXS/WGS
TARGET-10-PANURW-09	NA	NA
TARGET-10-PASIIK-03	NA	NA
TARGET-10-PARELH-03	NA	NA
TARGET-10-PAMXSP-09	WXS/WGS	NA
TARGET-10-PANKRG-03	WXS/WGS	WXS/WGS
TARGET-10-PANRYM-09	WXS/WGS	WXS/WGS
TARGET-10-PANSIA-09	WXS/WGS	WXS/WGS
TARGET-10-PANSXG-09	NA	WXS/WGS
TARGET-10-PANSXG-03	WXS/WGS	NA
TARGET-10-PANWFL-09	NA	WXS/WGS
TARGET-10-PANWVW-09	WXS/WGS	NA
TARGET-10-PANYEJ-09	WXS/WGS	WXS/WGS
TARGET-10-PAPBES-03	WXS/WGS	WXS/WGS
TARGET-10-PAPBFN-09	WXS/WGS	WXS/WGS
TARGET-10-PAPIJM-09	WXS/WGS	WXS/WGS
TARGET-10-PAKSWW-03	WXS/WGS	NA
TARGET-10-PAKSWW-04	NA	WXS/WGS
TARGET-10-PAKSWW-09	WXS/WGS	WXS/WGS
TARGET-10-PANKMB-09	WXS/WGS	WXS/WGS
TARGET-10-PANLIC-09	WXS/WGS	WXS/WGS
TARGET-10-PAPBZK-09	NA	NA
TARGET-10-PAPBZK-03	WXS/WGS	WXS/WGS
TARGET-10-PAPEWB-09	WXS/WGS	WXS/WGS
TARGET-10-PATTEE-04	NA	WXS/WGS
TARGET-10-PATTEE-09	NA	WXS/WGS
TARGET-10-PAKHZT-03	NA	NA
TARGET-10-PAKHZT-09	NA	WXS/WGS
TARGET-10-PAKKXB-03	NA	NA
TARGET-10-PAKKXB-09	NA	WXS/WGS
TARGET-10-PAKMVD-09	NA	WXS/WGS
TARGET-10-PAKMZM-03	NA	NA
TARGET-10-PAKMZM-09	NA	WXS/WGS
TARGET-10-PAKRSL-03	NA	NA
TARGET-10-PAKRSL-09	NA	WXS/WGS
TARGET-10-PAKTAL-09	NA	WXS/WGS
TARGET-10-PAKVKK-03	NA	NA
TARGET-10-PAKVKK-09	NA	WXS/WGS
TARGET-10-PAKYEP-09	NA	WXS/WGS
TARGET-10-PALJCF-09	NA	WXS/WGS
TARGET-10-PALJDL-09	NA	WXS/WGS
TARGET-10-PALKTY-03	NA	NA
TARGET-10-PALKTY-09	NA	WXS/WGS
TARGET-10-PALLSD-03	NA	NA
TARGET-10-PALLSD-09	NA	WXS/WGS
TARGET-10-PALNTB-09	NA	WXS/WGS
TARGET-10-PALTWS-09	NA	WXS/WGS
TARGET-10-PAMDKS-09	NA	WXS/WGS
TARGET-10-PAMDRM-09	NA	WXS/WGS
TARGET-10-PANSFD-03	NA	NA
TARGET-10-PANSFD-09	NA	WXS/WGS
TARGET-10-PANWJB-03	NA	WXS/WGS
TARGET-10-PANWJB-09	NA	NA
TARGET-10-PAPCXR-09	NA	WXS/WGS
TARGET-10-PAPDFU-09	NA	WXS/WGS
TARGET-10-PAKKCA-03	NA	NA
TARGET-10-PAKKCA-09	NA	WXS/WGS
TARGET-10-PAMVYK-09	NA	WXS/WGS
TARGET-10-PAMXGS-09	NA	WXS/WGS
TARGET-10-PAMXXP-03	NA	WXS/WGS
TARGET-10-PAMYCC-09	NA	WXS/WGS
TARGET-10-PAMYDV-09	NA	WXS/WGS
TARGET-10-PAMYEJ-09	NA	WXS/WGS
TARGET-10-PAMYLL-03	NA	NA
TARGET-10-PAMYNW-09	NA	WXS/WGS
TARGET-10-PAMYSA-09	NA	NA
TARGET-10-PAMYTW-09	NA	WXS/WGS
TARGET-10-PAMYVH-09	NA	WXS/WGS
TARGET-10-PAMYWB-09	NA	WXS/WGS
TARGET-10-PAMYWC-09	NA	WXS/WGS
TARGET-10-PAMYWX-09	NA	WXS/WGS
TARGET-10-PAMYYP-09	NA	WXS/WGS
TARGET-10-PAMZDX-03	NA	NA
TARGET-10-PAMZHB-09	NA	WXS/WGS
TARGET-10-PAMZKV-09	NA	NA
TARGET-10-PAMZLK-03	NA	WXS/WGS
TARGET-10-PAMZLS-09	NA	WXS/WGS
TARGET-10-PAMZTU-09	NA	WXS/WGS
TARGET-10-PANAEN-09	NA	WXS/WGS
TARGET-10-PANAKF-09	NA	NA
TARGET-10-PANAKL-03	NA	WXS/WGS
TARGET-10-PANALD-09	NA	WXS/WGS
TARGET-10-PANANL-09	NA	WXS/WGS
TARGET-10-PANATY-03	NA	NA
TARGET-10-PANAVL-09	NA	NA
TARGET-10-PANAWL-09	NA	WXS/WGS
TARGET-10-PANAWU-09	NA	WXS/WGS
TARGET-10-PANAYM-09	NA	WXS/WGS
TARGET-10-PANAYT-09	NA	WXS/WGS
TARGET-10-PANBDJ-09	NA	WXS/WGS
TARGET-10-PANBGW-09	NA	NA
TARGET-10-PANBHA-03	NA	WXS/WGS
TARGET-10-PANBIK-09	NA	WXS/WGS
TARGET-10-PANBIU-03	NA	WXS/WGS
TARGET-10-PANBMP-09	NA	WXS/WGS
TARGET-10-PANBPG-09	NA	WXS/WGS
TARGET-10-PANBVU-03	NA	WXS/WGS
TARGET-10-PANBWB-09	NA	WXS/WGS
TARGET-10-PANCZY-09	NA	NA
TARGET-10-PANDBV-09	NA	WXS/WGS
TARGET-10-PANDBX-09	NA	WXS/WGS
TARGET-10-PANDJJ-09	NA	WXS/WGS
TARGET-10-PANDSH-09	NA	WXS/WGS
TARGET-10-PANDUK-03	NA	WXS/WGS
TARGET-10-PANDVD-09	NA	WXS/WGS
TARGET-10-PANEJT-09	NA	WXS/WGS
TARGET-10-PANELP-03	NA	WXS/WGS
TARGET-10-PANEPB-09	NA	WXS/WGS
TARGET-10-PANERJ-09	NA	WXS/WGS
TARGET-10-PANEVA-09	NA	WXS/WGS
TARGET-10-PANEYX-03	NA	WXS/WGS
TARGET-10-PANEZJ-09	NA	WXS/WGS
TARGET-10-PANEZV-09	NA	WXS/WGS
TARGET-10-PANEZY-09	NA	WXS/WGS
TARGET-10-PANFAE-09	NA	WXS/WGS
TARGET-10-PANFCE-09	NA	NA
TARGET-10-PANFGV-09	NA	NA
TARGET-10-PANFPD-09	NA	WXS/WGS
TARGET-10-PANFRW-09	NA	WXS/WGS
TARGET-10-PANFSE-09	NA	WXS/WGS
TARGET-10-PANFUM-03	NA	WXS/WGS
TARGET-10-PANGAW-09	NA	WXS/WGS
TARGET-10-PANGBH-03	NA	WXS/WGS
TARGET-10-PANGFS-09	NA	WXS/WGS
TARGET-10-PANGJC-09	NA	WXS/WGS
TARGET-10-PANGKN-03	NA	WXS/WGS
TARGET-10-PANGRZ-09	NA	WXS/WGS
TARGET-10-PANGVW-09	NA	WXS/WGS
TARGET-10-PANGZM-09	NA	WXS/WGS
TARGET-10-PANHLV-09	NA	WXS/WGS
TARGET-10-PANHPA-09	NA	WXS/WGS
TARGET-10-PANHRW-09	NA	WXS/WGS
TARGET-10-PANHTV-09	NA	WXS/WGS
TARGET-10-PANICK-09	NA	WXS/WGS
TARGET-10-PANIDC-03	NA	WXS/WGS
TARGET-10-PANIEB-09	NA	WXS/WGS
TARGET-10-PANIIY-09	NA	WXS/WGS
TARGET-10-PANIKK-09	NA	NA
TARGET-10-PANIPE-09	NA	NA
TARGET-10-PANITD-09	NA	WXS/WGS
TARGET-10-PANIUJ-09	NA	NA
TARGET-10-PANIXZ-03	NA	WXS/WGS
TARGET-10-PANJDT-09	NA	NA
TARGET-10-PANJJE-09	NA	WXS/WGS
TARGET-10-PANJKW-09	NA	WXS/WGS
TARGET-10-PANJLJ-09	NA	WXS/WGS
TARGET-10-PANJRD-09	NA	WXS/WGS
TARGET-10-PANJVN-09	NA	WXS/WGS
TARGET-10-PANJXI-09	NA	WXS/WGS
TARGET-10-PANJZA-09	NA	WXS/WGS
TARGET-10-PANKBV-09	NA	WXS/WGS
TARGET-10-PANKCZ-09	NA	WXS/WGS
TARGET-10-PANKFU-09	NA	WXS/WGS
TARGET-10-PANKGB-09	NA	WXS/WGS
TARGET-10-PANKNK-09	NA	WXS/WGS
TARGET-10-PANKTJ-09	NA	WXS/WGS
TARGET-10-PANKVL-09	NA	WXS/WGS
TARGET-10-PANKYV-03	NA	WXS/WGS
TARGET-10-PANKZE-09	NA	WXS/WGS
TARGET-10-PANLGM-09	NA	WXS/WGS
TARGET-10-PANLGV-09	NA	WXS/WGS
TARGET-10-PANLKU-03	NA	WXS/WGS
TARGET-10-PANLLB-09	NA	WXS/WGS
TARGET-10-PANLRD-03	NA	WXS/WGS
TARGET-10-PANLTI-03	NA	WXS/WGS
TARGET-10-PANLWD-09	NA	WXS/WGS
TARGET-10-PANLWU-09	NA	WXS/WGS
TARGET-10-PANLYC-09	NA	WXS/WGS
TARGET-10-PANMCB-09	NA	WXS/WGS
TARGET-10-PANMEN-09	NA	WXS/WGS
TARGET-10-PANMGD-09	NA	WXS/WGS
TARGET-10-PANMHB-09	NA	WXS/WGS
TARGET-10-PANMMK-03	NA	NA
TARGET-10-PANMSM-09	NA	NA
TARGET-10-PANMVV-09	NA	WXS/WGS
TARGET-10-PANMVY-09	NA	WXS/WGS
TARGET-10-PANMWD-09	NA	WXS/WGS
TARGET-10-PANMZB-09	NA	WXS/WGS
TARGET-10-PANNGL-09	NA	WXS/WGS
TARGET-10-PANNKX-03	NA	WXS/WGS
TARGET-10-PANNMG-03	NA	WXS/WGS
TARGET-10-PANNPI-09	NA	WXS/WGS
TARGET-10-PANNSV-09	NA	WXS/WGS
TARGET-10-PANNUY-09	NA	WXS/WGS
TARGET-10-PANNWH-09	NA	NA
TARGET-10-PANNYE-09	NA	WXS/WGS
TARGET-10-PANPAC-09	NA	WXS/WGS
TARGET-10-PANPDG-09	NA	WXS/WGS
TARGET-10-PANPDM-03	NA	WXS/WGS
TARGET-10-PANPEW-09	NA	WXS/WGS
TARGET-10-PANPNJ-09	NA	WXS/WGS
TARGET-10-PANPNM-09	NA	WXS/WGS
TARGET-10-PANPRP-09	NA	WXS/WGS
TARGET-10-PANPSS-09	NA	WXS/WGS
TARGET-10-PANPUY-09	NA	NA
TARGET-10-PANPVG-09	NA	WXS/WGS
TARGET-10-PANPVL-09	NA	WXS/WGS
TARGET-10-PANPYK-03	NA	WXS/WGS
TARGET-10-PANRBJ-09	NA	WXS/WGS
TARGET-10-PANRER-09	NA	WXS/WGS
TARGET-10-PANRET-09	NA	WXS/WGS
TARGET-10-PANRFG-09	NA	WXS/WGS
TARGET-10-PANRGS-09	NA	WXS/WGS
TARGET-10-PANRHE-09	NA	WXS/WGS
TARGET-10-PANRIM-03	NA	WXS/WGS
TARGET-10-PANRJL-09	NA	NA
TARGET-10-PANRNE-03	NA	WXS/WGS
TARGET-10-PANRNL-09	NA	WXS/WGS
TARGET-10-PANRPL-09	NA	WXS/WGS
TARGET-10-PANRPM-09	NA	WXS/WGS
TARGET-10-PANRSI-09	NA	WXS/WGS
TARGET-10-PANRSM-09	NA	WXS/WGS
TARGET-10-PANRSR-09	NA	WXS/WGS
TARGET-10-PANRSU-09	NA	WXS/WGS
TARGET-10-PANRUP-03	NA	NA
TARGET-10-PANRWW-09	NA	WXS/WGS
TARGET-10-PANRWZ-09	NA	WXS/WGS
TARGET-10-PANRXJ-09	NA	WXS/WGS
TARGET-10-PANRXM-09	NA	WXS/WGS
TARGET-10-PANSBC-09	NA	WXS/WGS
TARGET-10-PANSBK-09	NA	WXS/WGS
TARGET-10-PANSCX-09	NA	WXS/WGS
TARGET-10-PANSDV-09	NA	NA
TARGET-10-PANSGY-09	NA	WXS/WGS
TARGET-10-PANSIL-09	NA	WXS/WGS
TARGET-10-PANSIR-09	NA	WXS/WGS
TARGET-10-PANSKH-09	NA	WXS/WGS
TARGET-10-PANSKJ-09	NA	WXS/WGS
TARGET-10-PANSKK-09	NA	WXS/WGS
TARGET-10-PANSNA-09	NA	WXS/WGS
TARGET-10-PANSNR-03	NA	WXS/WGS
TARGET-10-PANSSH-09	NA	WXS/WGS
TARGET-10-PANSTB-09	NA	WXS/WGS
TARGET-10-PANSTC-09	NA	WXS/WGS
TARGET-10-PANSUF-09	NA	WXS/WGS
TARGET-10-PANSUN-09	NA	WXS/WGS
TARGET-10-PANSWH-09	NA	WXS/WGS
TARGET-10-PANSZD-09	NA	WXS/WGS
TARGET-10-PANTEN-09	NA	WXS/WGS
TARGET-10-PANTHL-03	NA	WXS/WGS
TARGET-10-PANTHU-09	NA	WXS/WGS
TARGET-10-PANTKG-09	NA	WXS/WGS
TARGET-10-PANTSN-09	NA	WXS/WGS
TARGET-10-PANTTR-09	NA	WXS/WGS
TARGET-10-PANTUM-09	NA	WXS/WGS
TARGET-10-PANTVY-09	NA	WXS/WGS
TARGET-10-PANTXE-09	NA	WXS/WGS
TARGET-10-PANTXK-09	NA	WXS/WGS
TARGET-10-PANTYM-09	NA	NA
TARGET-10-PANTZD-09	NA	NA
TARGET-10-PANUBA-03	NA	WXS/WGS
TARGET-10-PANUEC-09	NA	WXS/WGS
TARGET-10-PANUIC-03	NA	NA
TARGET-10-PANUIN-09	NA	WXS/WGS
TARGET-10-PANUIW-09	NA	NA
TARGET-10-PANUJX-09	NA	WXS/WGS
TARGET-10-PANUKM-09	NA	WXS/WGS
TARGET-10-PANUMV-03	NA	WXS/WGS
TARGET-10-PANUNC-09	NA	WXS/WGS
TARGET-10-PANUND-09	NA	WXS/WGS
TARGET-10-PANUNW-09	NA	WXS/WGS
TARGET-10-PANUSR-09	NA	WXS/WGS
TARGET-10-PANUTA-09	NA	WXS/WGS
TARGET-10-PANUUE-09	NA	WXS/WGS
TARGET-10-PANUUW-03	NA	WXS/WGS
TARGET-10-PANUVT-09	NA	WXS/WGS
TARGET-10-PANUWL-09	NA	WXS/WGS
TARGET-10-PANUWV-09	NA	WXS/WGS
TARGET-10-PANUXA-09	NA	WXS/WGS
TARGET-10-PANUXV-03	NA	WXS/WGS
TARGET-10-PANUXX-09	NA	WXS/WGS
TARGET-10-PANVCN-09	NA	WXS/WGS
TARGET-10-PANVCR-09	NA	WXS/WGS
TARGET-10-PANVCS-09	NA	WXS/WGS
TARGET-10-PANVDE-09	NA	WXS/WGS
TARGET-10-PANVEL-09	NA	WXS/WGS
TARGET-10-PANVIG-09	NA	WXS/WGS
TARGET-10-PANVJB-09	NA	WXS/WGS
TARGET-10-PANVJN-09	NA	NA
TARGET-10-PANVKY-03	NA	WXS/WGS
TARGET-10-PANVSI-09	NA	WXS/WGS
TARGET-10-PANVUV-09	NA	WXS/WGS
TARGET-10-PANVVA-09	NA	WXS/WGS
TARGET-10-PANVVB-09	NA	WXS/WGS
TARGET-10-PANVYB-09	NA	WXS/WGS
TARGET-10-PANVZG-09	NA	WXS/WGS
TARGET-10-PANWBR-09	NA	WXS/WGS
TARGET-10-PANWCH-09	NA	WXS/WGS
TARGET-10-PANWDU-09	NA	WXS/WGS
TARGET-10-PANWEC-09	NA	WXS/WGS
TARGET-10-PANWEX-09	NA	WXS/WGS
TARGET-10-PANWEZ-09	NA	WXS/WGS
TARGET-10-PANWFA-09	NA	WXS/WGS
TARGET-10-PANWFB-09	NA	WXS/WGS
TARGET-10-PANWGI-03	NA	WXS/WGS
TARGET-10-PANWGY-09	NA	WXS/WGS
TARGET-10-PANWHM-09	NA	WXS/WGS
TARGET-10-PANWNG-09	NA	WXS/WGS
TARGET-10-PANWPI-09	NA	WXS/WGS
TARGET-10-PANWRS-09	NA	WXS/WGS
TARGET-10-PANWSB-03	NA	WXS/WGS
TARGET-10-PANWSI-09	NA	WXS/WGS
TARGET-10-PANWUJ-09	NA	WXS/WGS
TARGET-10-PANWUK-09	NA	WXS/WGS
TARGET-10-PANWVI-09	NA	WXS/WGS
TARGET-10-PANWXT-03	NA	WXS/WGS
TARGET-10-PANWYB-09	NA	WXS/WGS
TARGET-10-PANWYL-09	NA	WXS/WGS
TARGET-10-PANWZU-09	NA	WXS/WGS
TARGET-10-PANXAA-09	NA	WXS/WGS
TARGET-10-PANXAC-09	NA	WXS/WGS
TARGET-10-PANXAH-09	NA	WXS/WGS
TARGET-10-PANXDP-09	NA	WXS/WGS
TARGET-10-PANXDS-09	NA	WXS/WGS
TARGET-10-PANXDT-09	NA	WXS/WGS
TARGET-10-PANXDY-09	NA	WXS/WGS
TARGET-10-PANXEH-09	NA	NA
TARGET-10-PANXFF-09	NA	WXS/WGS
TARGET-10-PANXGB-09	NA	WXS/WGS
TARGET-10-PANXGD-04	NA	NA
TARGET-10-PANXGE-09	NA	WXS/WGS
TARGET-10-PANXGG-03	NA	WXS/WGS
TARGET-10-PANXGT-09	NA	WXS/WGS
TARGET-10-PANXIV-09	NA	WXS/WGS
TARGET-10-PANXMP-09	NA	WXS/WGS
TARGET-10-PANXNA-09	NA	WXS/WGS
TARGET-10-PANXNG-09	NA	NA
TARGET-10-PANXPP-09	NA	WXS/WGS
TARGET-10-PANXPV-09	NA	WXS/WGS
TARGET-10-PANXPX-09	NA	WXS/WGS
TARGET-10-PANXTR-09	NA	WXS/WGS
TARGET-10-PANXUZ-03	NA	WXS/WGS
TARGET-10-PANXVD-09	NA	WXS/WGS
TARGET-10-PANXWA-09	NA	WXS/WGS
TARGET-10-PANXWI-09	NA	WXS/WGS
TARGET-10-PANXXR-09	NA	WXS/WGS
TARGET-10-PANXYD-09	NA	WXS/WGS
TARGET-10-PANYAH-09	NA	WXS/WGS
TARGET-10-PANYAL-09	NA	WXS/WGS
TARGET-10-PANYFV-09	NA	WXS/WGS
TARGET-10-PANYFY-03	NA	WXS/WGS
TARGET-10-PANYGV-09	NA	WXS/WGS
TARGET-10-PANYHE-09	NA	WXS/WGS
TARGET-10-PANYHL-09	NA	WXS/WGS
TARGET-10-PANYHV-03	NA	WXS/WGS
TARGET-10-PANYHW-09	NA	WXS/WGS
TARGET-10-PANYIT-09	NA	WXS/WGS
TARGET-10-PANYJI-09	NA	WXS/WGS
TARGET-10-PANYJJ-03	NA	WXS/WGS
TARGET-10-PANYMY-09	NA	WXS/WGS
TARGET-10-PANYNX-09	NA	WXS/WGS
TARGET-10-PANYPN-09	NA	WXS/WGS
TARGET-10-PANYUR-09	NA	WXS/WGS
TARGET-10-PANYWH-09	NA	WXS/WGS
TARGET-10-PANYXC-09	NA	WXS/WGS
TARGET-10-PANYXE-09	NA	WXS/WGS
TARGET-10-PANYYE-09	NA	WXS/WGS
TARGET-10-PANYYW-09	NA	WXS/WGS
TARGET-10-PANYZJ-09	NA	WXS/WGS
TARGET-10-PANZAR-09	NA	WXS/WGS
TARGET-10-PANZCX-09	NA	WXS/WGS
TARGET-10-PANZDB-09	NA	WXS/WGS
TARGET-10-PANZFW-09	NA	WXS/WGS
TARGET-10-PANZGD-09	NA	WXS/WGS
TARGET-10-PANZHD-09	NA	WXS/WGS
TARGET-10-PANZHL-09	NA	WXS/WGS
TARGET-10-PANZID-09	NA	WXS/WGS
TARGET-10-PANZJG-09	NA	WXS/WGS
TARGET-10-PANZJL-09	NA	WXS/WGS
TARGET-10-PANZKC-09	NA	WXS/WGS
TARGET-10-PANZLS-09	NA	WXS/WGS
TARGET-10-PANZNG-09	NA	WXS/WGS
TARGET-10-PANZPP-09	NA	WXS/WGS
TARGET-10-PANZRH-09	NA	NA
TARGET-10-PANZUE-09	NA	WXS/WGS
TARGET-10-PANZZC-09	NA	WXS/WGS
TARGET-10-PANZZX-09	NA	WXS/WGS
TARGET-10-PAPADB-09	NA	WXS/WGS
TARGET-10-PAPADC-09	NA	WXS/WGS
TARGET-10-PAPAEB-09	NA	WXS/WGS
TARGET-10-PAPAEV-09	NA	WXS/WGS
TARGET-10-PAPAFL-09	NA	WXS/WGS
TARGET-10-PAPAGJ-03	NA	WXS/WGS
TARGET-10-PAPAGT-09	NA	NA
TARGET-10-PAPAHL-09	NA	WXS/WGS
TARGET-10-PAPAHP-09	NA	WXS/WGS
TARGET-10-PAPAJT-09	NA	WXS/WGS
TARGET-10-PAPAJU-09	NA	WXS/WGS
TARGET-10-PAPAJV-09	NA	WXS/WGS
TARGET-10-PAPAKA-09	NA	WXS/WGS
TARGET-10-PAPAKV-03	NA	WXS/WGS
